"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Forme légale";"Fréquence";Période;Valeur
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;1
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2012;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2012;10
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;2
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2012;5
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;2
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;12
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2012;2
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2012;3
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2012;41
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2012;4
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2012;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2012;11
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2012;7
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2012;18
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société à responsabilité limitée (SARL)";"Annuel";2012;2
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2012;3
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2012;1
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;11
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2012;7
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Autres sociétés";"Annuel";2012;1
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société par actions simplifiée";"Annuel";2012;3
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2012;26
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2012;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2012;2
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;11
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Entrepreneur individuel";"Annuel";2012;5
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Entrepreneur individuel";"Annuel";2012;2
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;10
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2012;1
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2012;6
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2012;7
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2012;3
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2012;6
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2012;3
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2012;3
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Entrepreneur individuel";"Annuel";2012;2
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2012;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;6
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2012;9
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2012;1
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société à responsabilité limitée (SARL)";"Annuel";2012;4
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2012;14
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2012;2
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Autres sociétés";"Annuel";2012;3
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2012;2
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Autres sociétés";"Annuel";2012;1
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;12
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Entrepreneur individuel";"Annuel";2012;4
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Société par actions simplifiée";"Annuel";2012;3
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Société à responsabilité limitée (SARL)";"Annuel";2012;2
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Entrepreneur individuel";"Annuel";2012;1
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Entrepreneur individuel";"Annuel";2012;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société par actions simplifiée";"Annuel";2012;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2012;2
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2012;1
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Entrepreneur individuel";"Annuel";2012;26
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Entrepreneur individuel";"Annuel";2012;1
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2012;6
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société à responsabilité limitée (SARL)";"Annuel";2012;1
