"Géographie";"Niveau Géo";"Fréquence";"Mesure du recensement ";"Catégorie de logement";"Lien à la personne de référence du ménage ";"Type de ménage et nombre d'enfants";"Profession et catégorie socioprofessionnelle (PCS)";Période;Valeur
"Longjumeau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2016;2689,910605
"Orsay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2016;1365,404754
"Les Ulis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2016;1280,301371
"Chilly-Mazarin";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2016;1040,028639
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2016;519,669211
"Montlhéry";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2016;3187,843849
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2016;671,609773
"Villiers-le-Bâcle";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2016;135
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2016;825
"Saulx-les-Chartreux";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2016;1532,080806
"Saclay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2016;182,155511
"Linas";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2016;1794,230543
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2016;519,283892
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2016;463,831025
"Vauhallan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2016;250,53323
"Villiers-le-Bâcle";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2016;15
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2016;1194,661074
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;284,283372
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;84560,729685
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;38916,975269
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;24768,589707
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;4698,661471
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;2510,227827
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;25069,749166
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;19145,182256
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;14566,854517
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;59,553582
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;50698,894565
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;25930,304859
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;37162,939731
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;31076,899898
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2022;137769,852077
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;11983,822283
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2022;93816,550406
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2022;13917,171054
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;39024,368936
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2022;105,447942
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2022;5907,998985
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;255422,236365
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;50698,894565
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;152835,786561
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2022;25930,304859
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2022;24768,589707
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;63562,080869
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2022;312029,129916
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2022;33646,826359
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2022;61899,251457
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2022;46969,596117
"Linas";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;233,452356
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;542,430858
"Saulx-les-Chartreux";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;654,871598
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;1156,187405
"Villejust";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;199,798603
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;485,686941
"Villiers-le-Bâcle";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;125,603865
"Saclay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;187,173928
"Les Ulis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;1608,584208
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;2572,054116
"Massy";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2022;23213,051261
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;4378,577208
"Linas";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;491,329557
"Saclay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;346,612286
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;1203,806479
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2022;3459,930233
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;1983,243674
"Gometz-le-Châtel";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;772,494436
"Chilly-Mazarin";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;1551,356447
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;445,405722
"La Ville-du-Bois";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;1115,972586
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;899,324624
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;1196,710197
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;585,614085
"Les Ulis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;3034,335935
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;485,686941
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;2395,333534
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2022;901,288014
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;3817,778258
"Vauhallan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;206,39372
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;60,020668
"Linas";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;1033,748981
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2022;1510,894326
"Montlhéry";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2022;663,720889
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;480,103896
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;612,174933
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2022;1665,379254
"Saulx-les-Chartreux";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;873,7168
"Orsay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;1503,850108
"Gometz-le-Châtel";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;204,081503
"Saclay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2022;379,273485
"Nozay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2022;297,524908
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2022;1923,746124
