"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Montlhéry";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;86,484136
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;570,488035
"Montlhéry";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;24,684336
"Orsay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;13914,908795
"Champlan";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;108,034989
"Linas";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;30
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;187,479471
"Marcoussis";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;1
"Saclay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;40,581955
"Vauhallan";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;54,605678
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;421,522588
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;61,804541
"Les Ulis";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;327,275822
"Chilly-Mazarin";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;176,23742
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;319,281143
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;50
"Chilly-Mazarin";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;636,624083
"Longjumeau";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;582,184398
"La Ville-du-Bois";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;15
"Orsay";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;405,90469
"Champlan";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;2331,998495
"La Ville-du-Bois";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;48
"Wissous";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;25,031846
"Palaiseau";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;700,000973
"Saint-Aubin";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;3,97711
"Montlhéry";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;210,211504
"Orsay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;368,878782
"Les Ulis";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;192,294848
"Orsay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;3,049023
"Palaiseau";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;168,367012
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;4618,310628
"Villejust";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;4,008909
"Saclay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;0,947022
"Vauhallan";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;21,235542
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;462,44667
"Linas";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;309,24423
"Montlhéry";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;6043,011165
"Massy";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;37504,712713
"Massy";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;573,531264
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;14141,734719
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;8643,288615
"Champlan";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;45,984951
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;41,501624
"Les Ulis";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;456,857418
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;275,583607
"Longjumeau";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;440,240985
"Orsay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;420,181767
"Ballainvilliers";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;176
"Nozay";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;61,147466
"Saint-Aubin";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;649,263233
"Saint-Aubin";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;4,971388
"Palaiseau";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;11,53272
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;70,923244
"Nozay";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2011;4247,234682
"Massy";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;1352,97795
"La Ville-du-Bois";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;183
"Saint-Aubin";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2011;6,959943
"Massy";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;325,187354
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;102,777396
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;12
"Nozay";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2011;1,014273
"Nozay";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;103,698479
"Wissous";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;72,614519
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;8,062537
"Longjumeau";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2011;292,723219
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;36,474811
"Igny";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2011;36,884949
"Wissous";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;116,182366
"Saint-Aubin";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;12,925608
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2011;144,191747
"Gif-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;20469,387571
"Ballainvilliers";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;3732
"La Ville-du-Bois";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;7026
"Saint-Aubin";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;688,040057
"Saclay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;3384,072705
"Palaiseau";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;29899,772256
"Igny";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;10388,556153
"Montlhéry";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;6901,274703
"Linas";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;6426,09201
"Vauhallan";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;1962,932702
"Verrières-le-Buisson";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;15361,146887
"Champlan";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;2563,88149
"Villejust";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;2211,910906
"Marcoussis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;7891
"Longjumeau";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;21137,338883
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;9582,050973
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;5005,99533
"Orsay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;15748,693504
"Villebon-sur-Yvette";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;9604,649387
"Wissous";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;6037,834344
"Chilly-Mazarin";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;18494,411687
"Nozay";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;4675,098761
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;2583,512175
"Les Ulis";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;24209,276722
"Épinay-sur-Orge";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;10226,750765
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;1215
"Massy";"Commune";"1 an ou plus";"Total";"Population";"Annuel";2011;42168,217721
"Saclay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;4,735112
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;39,525356
"Massy";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;798,381119
"Nozay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;54,502947
"Vauhallan";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;9,100946
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;212,930079
"Longjumeau";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;60,811849
"Villejust";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;8,017819
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;76
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;191,510872
"Nozay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;39,890901
"Villejust";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;7,015592
"Les Ulis";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;667,760306
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;16,039925
"Les Ulis";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;243,86355
"Champlan";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;12,679458
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;172,39088
"Villejust";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;41,091322
"Saclay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;43,563027
"Champlan";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;21,545899
"Chilly-Mazarin";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;799,122075
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;48,811873
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;12,047214
"Igny";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;136,712117
"Igny";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;166,773863
"Gometz-le-Châtel";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;3,039568
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;30
"Wissous";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;35,281499
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;18,469517
"Orsay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;177,061194
"Igny";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;25,068288
"Linas";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;14
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;7
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;34
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;12,15827
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;86
"Vauhallan";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;4,044865
"Marcoussis";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;39
"Villiers-le-Bâcle";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;20
"Marcoussis";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;57
"Vauhallan";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;2,011216
"Montlhéry";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;104,636303
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;28,18546
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;30,798083
"Saint-Aubin";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;1,988555
"Wissous";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;214,439435
"Champlan";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;47,691121
"Montlhéry";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;21,876287
"Verrières-le-Buisson";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;52,449348
"Champlan";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;6,813017
"Igny";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;367,026482
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;136
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;83,181033
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;38,608336
"Longjumeau";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;161,725396
"Longjumeau";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;92,814875
"Marcoussis";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;40
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;12
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;55,340145
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;146,504569
"Marcoussis";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;114
"Nozay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;10,132242
"Longjumeau";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;306,491095
"Saclay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;12,31129
