"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Marcoussis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;99
"Palaiseau";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;419
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;369
"Les Ulis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;130
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;55
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;22
"Marcoussis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;57
"Longjumeau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;48
"Montlhéry";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;91
"Montlhéry";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;104
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;69
"Les Ulis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;205
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;75
"Saclay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;10
"Longjumeau";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;179
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;90
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1069
"Nozay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;31
"Orsay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;324
"Vauhallan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;26
"Wissous";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;32
"Saclay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;11
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;4
"Orsay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;56
"Wissous";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;29
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;45
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;97
"Wissous";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;727
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;16
"Saclay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;22
"Montlhéry";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;190
"Massy";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;500
"Palaiseau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;133
"Orsay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;88
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;4
"Longjumeau";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;328
"Villejust";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;27
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;8
"Nozay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;11
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;65
"Les Ulis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;43
"Montlhéry";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;21
"Massy";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;84
"Longjumeau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;53
"Vauhallan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;35
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;41
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Total";"Annuel";2016;19147
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;813
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;1478
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Information et communication";"Annuel";2016;1139
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;2815
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Construction";"Annuel";2016;2013
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;892
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;5202
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;3908
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;887
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;150
"Ballainvilliers";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2017;9
"Igny";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2017;28
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2017;44
"Champlan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2017;30
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Construction";"Annuel";2017;67
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;27
"Linas";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;159
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2017;56
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2017;46
"Linas";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2017;26
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2017;92
"Igny";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;146
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2017;59
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;21
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Construction";"Annuel";2017;33
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;14
"Linas";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;67
"Igny";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;129
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;47
"Igny";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2017;35
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;390
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Total";"Annuel";2017;158
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2017;41
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Total";"Annuel";2017;578
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2017;14
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;20
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2017;6
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2017;118
"Igny";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2017;45
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;173
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;42
"Igny";"Commune";"Nombre d'établissements";"Construction";"Annuel";2017;69
"Igny";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2017;72
"Linas";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2017;42
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2017;17
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;203
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;36
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2017;122
"Linas";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2017;37
"Champlan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2017;110
"Champlan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2017;31
"Igny";"Commune";"Nombre d'établissements";"Total";"Annuel";2017;587
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2017;259
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2017;24
"Ballainvilliers";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2017;19
"Champlan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2017;78
