"Géographie";"Niveau Géo";"Sexe";"Forme d'emploi";"Activité économique des emplois";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Ballainvilliers";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;37,10501
"Palaiseau";"Commune";"Homme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;3,09014
"Linas";"Commune";"Homme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;4,0437
"Champlan";"Commune";"Femme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;3,89315
"Vauhallan";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;4,04487
"Linas";"Commune";"Femme";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;4,0437
"Villejust";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;11,00432
"La Ville-du-Bois";"Commune";"Femme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;11,69646
"Villejust";"Commune";"Homme";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;32,59769
"Verrières-le-Buisson";"Commune";"Femme";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;30,72382
"Montlhéry";"Commune";"Femme";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;42,12851
"Palaiseau";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;5700,4879
"Chilly-Mazarin";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;6164,98432
"Longjumeau";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;3309,0577
"Montlhéry";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;3048,05618
"Ballainvilliers";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;921,78986
"Wissous";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;5014,18649
"Chilly-Mazarin";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;4130,27882
"Les Ulis";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;7923,53895
"Villejust";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;834,48324
"Orsay";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;5530,9044
"Orsay";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;5537,18438
"Gif-sur-Yvette";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;4996,87864
"Igny";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1298,57355
"Marcoussis";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1928,70823
"Verrières-le-Buisson";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1786,3658
"Nozay";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;2163,89987
"Igny";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1074,68466
"Massy";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;10817,69124
"Nozay";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;975,26814
"Wissous";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;2373,44971
"Verrières-le-Buisson";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1995,47603
"Épinay-sur-Orge";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1113,39999
"Saint-Aubin";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;326,07614
"Montlhéry";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1503,31374
"Palaiseau";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;6837,7424
"Villebon-sur-Yvette";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;3600,1167
"Champlan";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1282,11118
"Longjumeau";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;4340,04404
"Les Ulis";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;10703,65052
"Massy";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;16054,34656
"Gif-sur-Yvette";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;4636,07076
"Saclay";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;3144,76876
"Saint-Aubin";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;685,45987
"Bures-sur-Yvette";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;789,59541
"Saclay";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1538,97217
"Linas";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;566,63358
"Villiers-le-Bâcle";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;115,80326
"Bures-sur-Yvette";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;645,77273
"La Ville-du-Bois";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1045,4769
"Saulx-les-Chartreux";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;809,09017
"La Ville-du-Bois";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1162,09744
"Ballainvilliers";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;802,85364
"Gometz-le-Châtel";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;252,44825
"Villejust";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;347,31265
"Villebon-sur-Yvette";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;2732,96055
"Marcoussis";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1263,12401
"Vauhallan";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;79,87877
"Linas";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;955,80864
"Gometz-le-Châtel";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;270,6376
"Épinay-sur-Orge";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;1434,5806
"Villiers-le-Bâcle";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;123,74949
"Saulx-les-Chartreux";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;584,44649
"Champlan";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;702,98976
"Vauhallan";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2011;125,99355
"Saint-Aubin";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;799,94799
"Longjumeau";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;3557,37583
"Palaiseau";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;6553,9934
"Igny";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1185,64319
"Longjumeau";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;336,9448
"Igny";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;264,1836
"Orsay";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;4909,62671
"Les Ulis";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;12179,07303
"Les Ulis";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;3334,87926
"Wissous";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;4957,27902
"Montlhéry";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;2021,44803
"Saclay";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;439,42713
"Massy";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;15817,39039
"Montlhéry";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1859,50796
"Longjumeau";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;3262,21902
"Verrières-le-Buisson";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;1149,41358
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;830,4679
"Chilly-Mazarin";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;776,5317
"Villejust";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;696,91389
"Verrières-le-Buisson";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;2017,42154
"Ballainvilliers";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;225,79722
"Wissous";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;864,70683
"Palaiseau";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;532,10704
"Chilly-Mazarin";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;7227,63413
"Nozay";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;649,10746
"Orsay";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;5270,03552
"Saint-Aubin";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;135,37459
"Marcoussis";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;496,54576
"Champlan";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;418,11805
"Épinay-sur-Orge";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;1238,25014
"Massy";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;1094,84177
"Palaiseau";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;896,00929
"Saclay";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;3315,06052
"Nozay";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;2007,24826
"Longjumeau";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;484,67606
"Wissous";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;1023,59887
"Champlan";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;11,78631
"Orsay";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;412,40994
"Marcoussis";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;886,24124
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;4199,8388
"Montlhéry";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;131,06985
"Saclay";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;333,75796
"Gif-sur-Yvette";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;433,71368
"Nozay";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;194,59339
"Verrières-le-Buisson";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;310,83238
"Gif-sur-Yvette";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;6926,63649
"Massy";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;5552,32624
"Les Ulis";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;2535,82158
"Marcoussis";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1571,21295
"Igny";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;4,24405
"Massy";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;4402,20357
"Montlhéry";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;5,13894
"Gif-sur-Yvette";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;2086,02461
"Orsay";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;466,68591
"La Ville-du-Bois";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;156,63717
"Igny";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;287,86604
"Champlan";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;1011,35723
"Gometz-le-Châtel";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;303,33025
"Bures-sur-Yvette";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;668,14155
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;322,12301
"Linas";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;172,81308
"Gif-sur-Yvette";"Commune";"Total";"Total";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2011;9,04388
"La Ville-du-Bois";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;436,82813
"Les Ulis";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;569,46857
"Vauhallan";"Commune";"Total";"Total";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2011;112,6043
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2011;903,10123
"Montlhéry";"Commune";"Total";"Total";"Construction";"Total";"Nombre d’emplois";"Annuel";2011;534,20513
"Champlan";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;354,83616
"Bures-sur-Yvette";"Commune";"Total";"Total";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2011;101,54765
