"Géographie";"Niveau Géo";"Statut d'emploi variable selon l'enquête";"Âge";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;404,97988
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;2158,92888
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1763,88468
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;338,8415
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;264,75117
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1104,26142
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;788,90946
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1159,01313
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;350,87371
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;10,00216
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;110,86003
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;410,81583
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1042,19544
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;572,3719
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;10821,17731
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;430,9494
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;2837,33333
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;257,82889
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;371,5429
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;3094,72384
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;117,14955
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,15992
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1579,32721
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1396,11108
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;11148,61962
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;466,54477
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;1735,54315
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;49,96937
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1188,36934
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;81,64702
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;402,01307
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1698,6331
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;266,28019
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;3674,23315
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;620,54081
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;383,89648
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;478,9851
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1055,92025
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;89,69381
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1604,3343
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;129,99631
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;36,17644
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;972,33839
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;3569,53082
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;992,05371
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;328,80802
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;4207,72831
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;640,89426
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;291,52878
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;490,70125
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,32326
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1542,02102
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;10,04831
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;214,63482
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;172,96075
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;1074,00323
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;3019,37616
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;720,15476
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;189,9322
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;585,12662
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;596,68172
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;703,21432
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;35,16908
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1006,77145
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;465,82157
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;39,54477
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;955,83302
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;250,35778
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,38664
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;394,87118
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Artisans, commerçants et chefs d’entreprise";"Population";"Annuel";2022;451,40248
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Agriculteurs";"Population";"Annuel";2022;5,15754
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Ouvriers";"Population";"Annuel";2022;474,37197
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Cadres et professions intellectuelles supérieures";"Population";"Annuel";2022;2329,28265
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Employés";"Population";"Annuel";2022;1050,61697
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Professions intermédiaires";"Population";"Annuel";2022;1471,56496
"Verrières-le-Buisson";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;6027,87031
"Saclay";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2066,66105
"Orsay";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;7662,5844
"Linas";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3460,89889
"Saint-Aubin";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;314,8351
"Ballainvilliers";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2410,51948
"Bures-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3892,8797
"Épinay-sur-Orge";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4658,23064
"Chilly-Mazarin";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;9015,48265
"Palaiseau";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;16951,30755
"Gif-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;9546,80348
"Vauhallan";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;837,69029
"Nozay";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2331,60204
"Longjumeau";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;8992,90438
"Gometz-le-Châtel";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1247,73767
"Marcoussis";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4080,82469
"Montlhéry";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4562,03976
"Wissous";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3415,69126
"Saulx-les-Chartreux";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2920,33465
"Igny";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;5083,00778
"Les Ulis";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;10495,87985
"Massy";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;24996,08699
"Villejust";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1176,28977
"Villebon-sur-Yvette";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4756,60506
"La Ville-du-Bois";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3958,44984
"Villiers-le-Bâcle";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;467,24638
"Champlan";"Commune";"Actif occupé";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1289,57433
"Épinay-sur-Orge";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;5085,47525
"Montlhéry";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;5000,22967
"Vauhallan";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;881,96777
"Villiers-le-Bâcle";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;497,3913
"Linas";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3712,71244
"Marcoussis";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4361,2254
"La Ville-du-Bois";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4248,7028
"Orsay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;8282,27866
"Longjumeau";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;10023,02796
"Palaiseau";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;18648,88184
"Saint-Aubin";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;335,42182
"Villejust";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1282,73166
"Verrières-le-Buisson";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;6564,23885
"Saclay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2161,592
"Bures-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;4256,73582
"Les Ulis";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;12023,03868
"Igny";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;5500,52641
"Villebon-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;5148,49096
"Wissous";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3606,79489
"Nozay";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2459,96712
"Massy";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;27494,36727
"Chilly-Mazarin";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;10061,04373
"Gometz-le-Châtel";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1342,66088
"Ballainvilliers";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;2590,55736
"Champlan";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;1355,2057
"Gif-sur-Yvette";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;10337,66421
"Saulx-les-Chartreux";"Commune";"Actif";"De 15 à 64 ans";"Total";"Population";"Annuel";2022;3281,84374
