"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;110,91446
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;3876,09296
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;3751,14463
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;737,85998
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2072,96354
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;333,18965
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1104,8371
"Igny";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1302,37335
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;4175,07045
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2530,27999
"Massy";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;5157,56168
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;135,04669
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;655,02681
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;707,19992
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;28,43393
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;4533,23491
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;53,46387
"Massy";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;340,04352
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;434,73307
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2025,60727
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Durée";"Total";"Total";"Total";"Total";2022;17116,65167
"Igny";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;120,44783
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;280,29564
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;5464,55164
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1286,32145
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;170,59146
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;288,74745
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;30,2365
"Igny";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;317,93018
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;345,19882
"Nozay";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;29,56702
"Nozay";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;6,42667
"Wissous";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;6,65199
"Wissous";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;26,34262
"Linas";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;114,8259
"Linas";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;121,48865
"Linas";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;3,36908
"Linas";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;24,85616
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;253,53722
"Linas";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;39,51117
"Nozay";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;6,09327
"Wissous";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;843,63185
"Linas";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;283,65589
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;191,51539
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;47,99764
"Wissous";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;30,0911
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;261,65171
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1610,83224
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;575,48243
"Linas";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1476,94392
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;54,31198
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1236,67414
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;39,47598
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;568,44272
"Linas";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;47,42409
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;19,48807
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1365,18142
"Linas";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;186,74563
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2442,13283
"Linas";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;218,84487
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;63,29062
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;12,9425
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1115,86017
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;70,20689
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;193,00856
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;3,98575
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1276,13153
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;99,81977
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;155,56329
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;95,3095
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;598,52575
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;47,14837
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;36,50124
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;53,46694
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;249,80589
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;11,20726
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;214,80797
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;58,82328
"Villejust";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;6,12873
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;1,02499
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;76,25945
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;83,52711
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;33,66324
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;151,00505
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;292,36403
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;6,22015
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;58,66234
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;30,88479
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;7,07494
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;80,94135
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;25,64352
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;12,61687
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;5,09941
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;37,35781
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;89,62767
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;139
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;2,91499
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;242,9399
"Igny";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;24,27763
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;14,07878
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;154,71714
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;126,12762
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;407,34265
"Massy";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;50,79441
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1524
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;8,29763
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1350
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;136,09582
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;23,80343
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;36,21773
"Villejust";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;10,27322
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;486,36485
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;171,91372
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1517
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1479
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;276
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;469,9218
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;466,99917
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1033
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;173
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;73
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;3
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;21
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;650
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;178
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;347,93486
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;8
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;234
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;53
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;39,5377
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;6
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1039,61241
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;23
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;133,18704
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;160
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;24
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;315,28713
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;14,61745
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;47,11164
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;588
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;36,27885
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;21,79057
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;2,03204
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;2,03302
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;3,06907
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;8,38388
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;14,21605
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;252,80584
"Palaiseau";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;7,23351
"Igny";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;6,47544
"Les Ulis";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;38,63161
"Villejust";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;257,21283
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;982
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;2,76692
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;13,25689
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;20,07902
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;26,65251
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;1246,71946
"Igny";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;17,26785
"Orsay";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;18,09429
"Palaiseau";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;10,34766
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;7,03674
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1919 à 1945";2022;226,56883
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Maison";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;600,03341
"Marcoussis";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 2006 à AAAA";2022;393
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1971 à 1990";2022;407,05825
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Autres logements de métropole";"Total";"Total";"Logements";"Total";"Total";"Total";"Avant 1919";2022;3,9998
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1946 à 1970";2022;244,59143
"Villejust";"Commune";"Résidences principales";"Total";"Appartement";"Total";"Total";"Logements";"Total";"Total";"Total";"De 1991 à 2005";2022;45,43962
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;67,02151
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2022;304,83553
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;127,81168
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;9,03913
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;1610,55927
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;13,26915
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2022;405,52357
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2022;45,75108
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2022;8,93294
